lead_variant	distance	gene	chrom	start	end	extreme_pLI	brain_enriched_expression	neurodevelopmental_disorder	PsyOPS_score
rs8054791	0	GRIN2A	chr16	9847261	10276785	True	True	True	0.6969041918458488
rs8054791	476296	ATF7IP2	chr16	10420291	10577495	False	False	False	0.08529530485288987
rs4318227	350	TAOK2	chr16	29985189	30003582	True	False	True	0.4719274962331165
rs4318227	468	TMEM219	chr16	29952206	29984371	False	False	False	0.08529530485288987
rs4318227	18812	HIRIP3	chr16	30003651	30007395	False	False	False	0.08529530485288987
rs4318227	22197	INO80E	chr16	30007036	30017114	False	False	False	0.08529530485288987
rs4318227	31996	DOC2A	chr16	30016835	30034591	False	True	False	0.1934924682880722
rs4318227	47282	KCTD13	chr16	29916333	29937557	False	False	True	0.24819034623809288
rs4318227	49680	C16orf92	chr16	30034519	30039057	False	False	False	0.08529530485288987
rs4318227	50909	TLCD3B	chr16	30035748	30064299	False	True	False	0.1934924682880722
rs4318227	53654	ASPHD1	chr16	29911696	29931185	False	True	False	0.1934924682880722
rs4318227	73968	SEZ6L2	chr16	29882480	29910871	False	True	True	0.45927045405317773
rs4318227	79605	ENSG00000285043	chr16	30064444	30081735	False	False	False	0.08529530485288987
rs4318227	90646	ALDOA	chr16	30075485	30081778	False	False	False	0.08529530485288987
rs4318227	102460	PPP4C	chr16	30087299	30096697	False	False	False	0.08529530485288987
rs4318227	110104	CDIPT	chr16	29869678	29874735	False	False	False	0.08529530485288987
rs4318227	112275	TBX6	chr16	30097114	30103245	False	False	False	0.08529530485288987
rs4318227	118796	YPEL3	chr16	30103635	30108236	False	False	False	0.08529530485288987
rs4318227	125479	MVP	chr16	29831715	29859360	False	False	False	0.08529530485288987
rs4318227	131292	GDPD3	chr16	30116131	30124858	False	False	False	0.08529530485288987
rs4318227	140587	MAPK3	chr16	30125426	30134827	False	False	True	0.24819034623809288
rs4318227	151029	PAGR1	chr16	29827473	29833810	False	False	False	0.08529530485288987
rs4318227	157626	PRRT2	chr16	29822703	29827213	False	True	True	0.45927045405317773
rs4318227	162354	MAZ	chr16	29817427	29822485	False	False	False	0.08529530485288987
rs4318227	168133	KIF22	chr16	29802048	29816706	False	False	True	0.24819034623809288
rs4318227	190545	ZG16	chr16	29789577	29794294	False	False	False	0.08529530485288987
rs4318227	209309	CORO1A	chr16	30194148	30200397	False	False	False	0.08529530485288987
rs4318227	219414	BOLA2B	chr16	30204253	30205627	False	False	False	0.08529530485288987
rs4318227	220357	SLX1A	chr16	30205196	30208882	False	False	False	0.08529530485288987
rs4318227	225710	SULT1A3	chr16	30210549	30215631	False	False	False	0.08529530485288987
rs4318227	227528	C16orf54	chr16	29753784	29757311	False	False	False	0.08529530485288987
rs4318227	249419	NPIPB13	chr16	30234258	30265831	False	False	False	0.08529530485288987
rs4318227	274819	QPRT	chr16	29674600	29710020	False	False	False	0.08529530485288987
rs4318227	302642	SPN	chr16	29674300	29682197	False	False	False	0.08529530485288987
rs4318227	377255	CD2BP2	chr16	30362094	30366629	False	False	False	0.08529530485288987
rs4318227	383584	TBC1D10B	chr16	30368423	30381815	True	False	False	0.2015551433580779
rs4318227	397416	MYLPF	chr16	30382255	30389312	False	False	False	0.08529530485288987
rs4318227	404588	ZNF48	chr16	30389427	30411429	False	False	False	0.08529530485288987
rs4318227	404617	SEPTIN1	chr16	30389456	30407312	False	False	False	0.08529530485288987
rs4318227	433896	ZNF771	chr16	30418735	30442429	False	False	False	0.08529530485288987
rs4318227	450097	DCTPP1	chr16	30434936	30441351	False	False	False	0.08529530485288987
rs4318227	467519	NPIPB12	chr16	29496011	29517320	False	False	False	0.08529530485288987
rs4318227	470113	SEPHS2	chr16	30454952	30457195	False	False	False	0.08529530485288987
rs4318227	499140	ITGAL	chr16	30483979	30534888	False	False	False	0.08529530485288987
rs11649173	0	CNOT1	chr16	58553855	58663789	True	False	True	0.4719274962331165
rs11649173	65774	SETD6	chr16	58549383	58557746	False	False	False	0.08529530485288987
rs11649173	75493	SLC38A7	chr16	58699013	58718674	False	False	False	0.08529530485288987
rs11649173	75988	NDRG4	chr16	58496750	58547532	False	True	False	0.1934924682880722
rs11649173	117515	GOT2	chr16	58741035	58768246	False	False	False	0.08529530485288987
rs11649173	183469	GINS3	chr16	58328984	58440051	False	False	False	0.08529530485288987
rs11649173	294569	PRSS54	chr16	58313901	58328951	False	False	False	0.08529530485288987
rs11649173	305780	CCDC113	chr16	58265061	58317740	False	False	False	0.08529530485288987
rs11649173	391510	CSNK2A2	chr16	58191811	58232010	True	False	False	0.2015551433580779
rs11649173	460235	CFAP20	chr16	58147496	58163285	False	False	False	0.08529530485288987
rs3785089	0	DYNC1LI2	chr16	66754796	66785512	False	False	False	0.08529530485288987
rs3785089	22958	TERB1	chr16	66788543	66835523	False	False	False	0.08529530485288987
rs3785089	34939	CMTM4	chr16	66648653	66730646	False	False	False	0.08529530485288987
rs3785089	71193	NAE1	chr16	66836778	66907159	False	False	False	0.08529530485288987
rs3785089	112732	CA7	chr16	66878317	66888056	False	False	False	0.08529530485288987
rs3785089	117790	CMTM3	chr16	66637777	66647795	False	False	False	0.08529530485288987
rs3785089	143407	CMTM2	chr16	66613351	66622178	False	False	False	0.08529530485288987
rs3785089	146907	PDP2	chr16	66912492	66929657	False	False	False	0.08529530485288987
rs3785089	152545	CMTM1	chr16	66600296	66613040	False	False	False	0.08529530485288987
rs3785089	165431	CKLF	chr16	66586466	66600154	False	False	False	0.08529530485288987
rs3785089	176440	CDH16	chr16	66942025	66952820	False	False	False	0.08529530485288987
rs3785089	179138	TK2	chr16	66541906	66586447	False	False	False	0.08529530485288987
rs3785089	189997	RRAD	chr16	66955582	66959439	False	False	False	0.08529530485288987
rs3785089	200383	CIAO2B	chr16	66965968	66968326	False	False	False	0.08529530485288987
rs3785089	202762	CES2	chr16	66968347	66978999	False	False	False	0.08529530485288987
rs3785089	229563	CES3	chr16	66995148	67009052	False	False	False	0.08529530485288987
rs3785089	238153	BEAN1	chr16	66461198	66527432	False	True	True	0.45927045405317773
rs3785089	256907	CES4A	chr16	67022492	67043661	False	False	False	0.08529530485288987
rs3785089	297302	CBFB	chr16	67062887	67134961	False	False	False	0.08529530485288987
rs3785089	326898	CDH5	chr16	66400525	66438687	False	False	False	0.08529530485288987
rs3785089	378259	PHAF1	chr16	67143844	67182447	False	False	False	0.08529530485288987
rs3785089	416422	B3GNT9	chr16	67182007	67184901	False	False	False	0.08529530485288987
rs3785089	422503	TRADD	chr16	67188088	67193812	False	False	False	0.08529530485288987
rs3785089	428250	FBXL8	chr16	67193835	67198473	False	False	False	0.08529530485288987
rs3785089	432999	HSF4	chr16	67198584	67203848	False	False	True	0.24819034623809288
rs3785089	438472	NOL3	chr16	67204057	67209638	False	False	False	0.08529530485288987
rs3785089	443917	KIAA0895L	chr16	67209502	67217943	False	False	False	0.08529530485288987
rs3785089	452697	EXOC3L1	chr16	67218282	67224088	False	False	False	0.08529530485288987
rs3785089	460473	E2F4	chr16	67226058	67232821	False	False	False	0.08529530485288987
rs3785089	467429	ELMO3	chr16	67233014	67237932	False	False	False	0.08529530485288987
rs3785089	495421	TMEM208	chr16	67261006	67263181	False	False	False	0.08529530485288987
rs3785089	497705	FHOD1	chr16	67263290	67281384	False	False	False	0.08529530485288987
rs2965949	0	ANKRD11	chr16	89334038	89556969	True	False	True	0.4719274962331165
rs2965949	35752	ENSG00000288715	chr16	89383454	89484700	False	False	False	0.08529530485288987
rs2965949	36675	SPG7	chr16	89557127	89624174	False	False	True	0.24819034623809288
rs2965949	106633	RPL13	chr16	89627085	89630950	False	False	False	0.08529530485288987
rs2965949	121714	CPNE7	chr16	89642166	89663654	False	False	False	0.08529530485288987
rs2965949	159264	DPEP1	chr16	89679716	89704864	False	False	False	0.08529530485288987
rs2965949	186772	CHMP1A	chr16	89707224	89724146	False	False	True	0.24819034623809288
rs2965949	203696	SPATA33	chr16	89724148	89737680	False	False	False	0.08529530485288987
rs2965949	216903	ZNF778	chr16	89284111	89303549	False	False	False	0.08529530485288987
rs2965949	226693	CDK10	chr16	89747145	89762762	False	False	False	0.08529530485288987
rs2965949	242313	SPATA2L	chr16	89762765	89768113	False	False	False	0.08529530485288987
rs2965949	252393	SLC22A31	chr16	89262169	89268059	False	True	False	0.1934924682880722
rs2965949	253090	VPS9D1	chr16	89773542	89787306	False	False	False	0.08529530485288987
rs2965949	258552	CDH15	chr16	89238156	89261900	False	True	True	0.45927045405317773
rs2965949	266356	ZNF276	chr16	89786808	89807333	False	False	False	0.08529530485288987
rs2965949	283505	FANCA	chr16	89803957	89883065	False	False	False	0.08529530485288987
rs2965949	289923	ACSF3	chr16	89154783	89230529	False	False	False	0.08529530485288987
rs2965949	364135	SPIRE2	chr16	89884587	89937727	False	False	False	0.08529530485288987
rs2965949	419526	TCF25	chr16	89939978	89980035	False	False	False	0.08529530485288987
rs2965949	458075	MC1R	chr16	89978527	89987381	False	False	False	0.08529530485288987
rs2965949	467348	TUBB3	chr16	89987800	90005169	False	True	True	0.45927045405317773
rs2965949	476837	CBFA2T3	chr16	88941266	89043615	False	False	False	0.08529530485288987
rs2965949	494653	DEF8	chr16	90015105	90034468	False	False	False	0.08529530485288987
rs11643271	0	SPG7	chr16	89557127	89624174	False	False	True	0.24819034623809288
rs11643271	35032	RPL13	chr16	89627085	89630950	False	False	False	0.08529530485288987
rs11643271	35084	ANKRD11	chr16	89334038	89556969	True	False	True	0.4719274962331165
rs11643271	50113	CPNE7	chr16	89642166	89663654	False	False	False	0.08529530485288987
rs11643271	87663	DPEP1	chr16	89679716	89704864	False	False	False	0.08529530485288987
rs11643271	107353	ENSG00000288715	chr16	89383454	89484700	False	False	False	0.08529530485288987
rs11643271	115171	CHMP1A	chr16	89707224	89724146	False	False	True	0.24819034623809288
rs11643271	132095	SPATA33	chr16	89724148	89737680	False	False	False	0.08529530485288987
rs11643271	155092	CDK10	chr16	89747145	89762762	False	False	False	0.08529530485288987
rs11643271	170712	SPATA2L	chr16	89762765	89768113	False	False	False	0.08529530485288987
rs11643271	181489	VPS9D1	chr16	89773542	89787306	False	False	False	0.08529530485288987
rs11643271	194755	ZNF276	chr16	89786808	89807333	False	False	False	0.08529530485288987
rs11643271	211904	FANCA	chr16	89803957	89883065	False	False	False	0.08529530485288987
rs11643271	288504	ZNF778	chr16	89284111	89303549	False	False	False	0.08529530485288987
rs11643271	292534	SPIRE2	chr16	89884587	89937727	False	False	False	0.08529530485288987
rs11643271	323994	SLC22A31	chr16	89262169	89268059	False	True	False	0.1934924682880722
rs11643271	330153	CDH15	chr16	89238156	89261900	False	True	True	0.45927045405317773
rs11643271	347925	TCF25	chr16	89939978	89980035	False	False	False	0.08529530485288987
rs11643271	361524	ACSF3	chr16	89154783	89230529	False	False	False	0.08529530485288987
rs11643271	386474	MC1R	chr16	89978527	89987381	False	False	False	0.08529530485288987
rs11643271	395747	TUBB3	chr16	89987800	90005169	False	True	True	0.45927045405317773
rs11643271	423052	DEF8	chr16	90015105	90034468	False	False	False	0.08529530485288987
rs11643271	479226	DBNDD1	chr16	90071279	90086298	False	True	False	0.1934924682880722
rs11643271	493984	GAS8	chr16	90086037	90111383	False	False	False	0.08529530485288987
rs12933264	0	SPG7	chr16	89557127	89624174	False	False	True	0.24819034623809288
rs12933264	34747	RPL13	chr16	89627085	89630950	False	False	False	0.08529530485288987
rs12933264	35369	ANKRD11	chr16	89334038	89556969	True	False	True	0.4719274962331165
rs12933264	49828	CPNE7	chr16	89642166	89663654	False	False	False	0.08529530485288987
rs12933264	87378	DPEP1	chr16	89679716	89704864	False	False	False	0.08529530485288987
rs12933264	107638	ENSG00000288715	chr16	89383454	89484700	False	False	False	0.08529530485288987
rs12933264	114886	CHMP1A	chr16	89707224	89724146	False	False	True	0.24819034623809288
rs12933264	131810	SPATA33	chr16	89724148	89737680	False	False	False	0.08529530485288987
rs12933264	154807	CDK10	chr16	89747145	89762762	False	False	False	0.08529530485288987
rs12933264	170427	SPATA2L	chr16	89762765	89768113	False	False	False	0.08529530485288987
rs12933264	181204	VPS9D1	chr16	89773542	89787306	False	False	False	0.08529530485288987
rs12933264	194470	ZNF276	chr16	89786808	89807333	False	False	False	0.08529530485288987
rs12933264	211619	FANCA	chr16	89803957	89883065	False	False	False	0.08529530485288987
rs12933264	288789	ZNF778	chr16	89284111	89303549	False	False	False	0.08529530485288987
rs12933264	292249	SPIRE2	chr16	89884587	89937727	False	False	False	0.08529530485288987
rs12933264	324279	SLC22A31	chr16	89262169	89268059	False	True	False	0.1934924682880722
rs12933264	330438	CDH15	chr16	89238156	89261900	False	True	True	0.45927045405317773
rs12933264	347640	TCF25	chr16	89939978	89980035	False	False	False	0.08529530485288987
rs12933264	361809	ACSF3	chr16	89154783	89230529	False	False	False	0.08529530485288987
rs12933264	386189	MC1R	chr16	89978527	89987381	False	False	False	0.08529530485288987
rs12933264	395462	TUBB3	chr16	89987800	90005169	False	True	True	0.45927045405317773
rs12933264	422767	DEF8	chr16	90015105	90034468	False	False	False	0.08529530485288987
rs12933264	478941	DBNDD1	chr16	90071279	90086298	False	True	False	0.1934924682880722
rs12933264	493699	GAS8	chr16	90086037	90111383	False	False	False	0.08529530485288987
rs11649090	0	SPG7	chr16	89557127	89624174	False	False	True	0.24819034623809288
rs11649090	25851	RPL13	chr16	89627085	89630950	False	False	False	0.08529530485288987
rs11649090	40932	CPNE7	chr16	89642166	89663654	False	False	False	0.08529530485288987
rs11649090	44265	ANKRD11	chr16	89334038	89556969	True	False	True	0.4719274962331165
rs11649090	78482	DPEP1	chr16	89679716	89704864	False	False	False	0.08529530485288987
rs11649090	105990	CHMP1A	chr16	89707224	89724146	False	False	True	0.24819034623809288
rs11649090	116534	ENSG00000288715	chr16	89383454	89484700	False	False	False	0.08529530485288987
rs11649090	122914	SPATA33	chr16	89724148	89737680	False	False	False	0.08529530485288987
rs11649090	145911	CDK10	chr16	89747145	89762762	False	False	False	0.08529530485288987
rs11649090	161531	SPATA2L	chr16	89762765	89768113	False	False	False	0.08529530485288987
rs11649090	172308	VPS9D1	chr16	89773542	89787306	False	False	False	0.08529530485288987
rs11649090	185574	ZNF276	chr16	89786808	89807333	False	False	False	0.08529530485288987
rs11649090	202723	FANCA	chr16	89803957	89883065	False	False	False	0.08529530485288987
rs11649090	283353	SPIRE2	chr16	89884587	89937727	False	False	False	0.08529530485288987
rs11649090	297685	ZNF778	chr16	89284111	89303549	False	False	False	0.08529530485288987
rs11649090	333175	SLC22A31	chr16	89262169	89268059	False	True	False	0.1934924682880722
rs11649090	338744	TCF25	chr16	89939978	89980035	False	False	False	0.08529530485288987
rs11649090	339334	CDH15	chr16	89238156	89261900	False	True	True	0.45927045405317773
rs11649090	370705	ACSF3	chr16	89154783	89230529	False	False	False	0.08529530485288987
rs11649090	377293	MC1R	chr16	89978527	89987381	False	False	False	0.08529530485288987
rs11649090	386566	TUBB3	chr16	89987800	90005169	False	True	True	0.45927045405317773
rs11649090	413871	DEF8	chr16	90015105	90034468	False	False	False	0.08529530485288987
rs11649090	470045	DBNDD1	chr16	90071279	90086298	False	True	False	0.1934924682880722
rs11649090	484803	GAS8	chr16	90086037	90111383	False	False	False	0.08529530485288987
rs67723215	1048	RPL13	chr16	89627085	89630950	False	False	False	0.08529530485288987
rs67723215	7824	SPG7	chr16	89557127	89624174	False	False	True	0.24819034623809288
rs67723215	10168	CPNE7	chr16	89642166	89663654	False	False	False	0.08529530485288987
rs67723215	47718	DPEP1	chr16	89679716	89704864	False	False	False	0.08529530485288987
rs67723215	75029	ANKRD11	chr16	89334038	89556969	True	False	True	0.4719274962331165
rs67723215	75226	CHMP1A	chr16	89707224	89724146	False	False	True	0.24819034623809288
rs67723215	92150	SPATA33	chr16	89724148	89737680	False	False	False	0.08529530485288987
rs67723215	115147	CDK10	chr16	89747145	89762762	False	False	False	0.08529530485288987
rs67723215	130767	SPATA2L	chr16	89762765	89768113	False	False	False	0.08529530485288987
rs67723215	141544	VPS9D1	chr16	89773542	89787306	False	False	False	0.08529530485288987
rs67723215	147298	ENSG00000288715	chr16	89383454	89484700	False	False	False	0.08529530485288987
rs67723215	154810	ZNF276	chr16	89786808	89807333	False	False	False	0.08529530485288987
rs67723215	171959	FANCA	chr16	89803957	89883065	False	False	False	0.08529530485288987
rs67723215	252589	SPIRE2	chr16	89884587	89937727	False	False	False	0.08529530485288987
rs67723215	307980	TCF25	chr16	89939978	89980035	False	False	False	0.08529530485288987
rs67723215	328449	ZNF778	chr16	89284111	89303549	False	False	False	0.08529530485288987
rs67723215	346529	MC1R	chr16	89978527	89987381	False	False	False	0.08529530485288987
rs67723215	355802	TUBB3	chr16	89987800	90005169	False	True	True	0.45927045405317773
rs67723215	363939	SLC22A31	chr16	89262169	89268059	False	True	False	0.1934924682880722
rs67723215	370098	CDH15	chr16	89238156	89261900	False	True	True	0.45927045405317773
rs67723215	383107	DEF8	chr16	90015105	90034468	False	False	False	0.08529530485288987
rs67723215	401469	ACSF3	chr16	89154783	89230529	False	False	False	0.08529530485288987
rs67723215	439281	DBNDD1	chr16	90071279	90086298	False	True	False	0.1934924682880722
rs67723215	454039	GAS8	chr16	90086037	90111383	False	False	False	0.08529530485288987
rs67723215	490976	PRDM7	chr16	90122974	90158480	False	False	False	0.08529530485288987
rs12919518	1435	RPL13	chr16	89627085	89630950	False	False	False	0.08529530485288987
rs12919518	8211	SPG7	chr16	89557127	89624174	False	False	True	0.24819034623809288
rs12919518	9781	CPNE7	chr16	89642166	89663654	False	False	False	0.08529530485288987
rs12919518	47331	DPEP1	chr16	89679716	89704864	False	False	False	0.08529530485288987
rs12919518	74839	CHMP1A	chr16	89707224	89724146	False	False	True	0.24819034623809288
rs12919518	75416	ANKRD11	chr16	89334038	89556969	True	False	True	0.4719274962331165
rs12919518	91763	SPATA33	chr16	89724148	89737680	False	False	False	0.08529530485288987
rs12919518	114760	CDK10	chr16	89747145	89762762	False	False	False	0.08529530485288987
rs12919518	130380	SPATA2L	chr16	89762765	89768113	False	False	False	0.08529530485288987
rs12919518	141157	VPS9D1	chr16	89773542	89787306	False	False	False	0.08529530485288987
rs12919518	147685	ENSG00000288715	chr16	89383454	89484700	False	False	False	0.08529530485288987
rs12919518	154423	ZNF276	chr16	89786808	89807333	False	False	False	0.08529530485288987
rs12919518	171572	FANCA	chr16	89803957	89883065	False	False	False	0.08529530485288987
rs12919518	252202	SPIRE2	chr16	89884587	89937727	False	False	False	0.08529530485288987
rs12919518	307593	TCF25	chr16	89939978	89980035	False	False	False	0.08529530485288987
rs12919518	328836	ZNF778	chr16	89284111	89303549	False	False	False	0.08529530485288987
rs12919518	346142	MC1R	chr16	89978527	89987381	False	False	False	0.08529530485288987
rs12919518	355415	TUBB3	chr16	89987800	90005169	False	True	True	0.45927045405317773
rs12919518	364326	SLC22A31	chr16	89262169	89268059	False	True	False	0.1934924682880722
rs12919518	370485	CDH15	chr16	89238156	89261900	False	True	True	0.45927045405317773
rs12919518	382720	DEF8	chr16	90015105	90034468	False	False	False	0.08529530485288987
rs12919518	401856	ACSF3	chr16	89154783	89230529	False	False	False	0.08529530485288987
rs12919518	438894	DBNDD1	chr16	90071279	90086298	False	True	False	0.1934924682880722
rs12919518	453652	GAS8	chr16	90086037	90111383	False	False	False	0.08529530485288987
rs12919518	490589	PRDM7	chr16	90122974	90158480	False	False	False	0.08529530485288987
rs12919536	1473	RPL13	chr16	89627085	89630950	False	False	False	0.08529530485288987
rs12919536	8249	SPG7	chr16	89557127	89624174	False	False	True	0.24819034623809288
rs12919536	9743	CPNE7	chr16	89642166	89663654	False	False	False	0.08529530485288987
rs12919536	47293	DPEP1	chr16	89679716	89704864	False	False	False	0.08529530485288987
rs12919536	74801	CHMP1A	chr16	89707224	89724146	False	False	True	0.24819034623809288
rs12919536	75454	ANKRD11	chr16	89334038	89556969	True	False	True	0.4719274962331165
rs12919536	91725	SPATA33	chr16	89724148	89737680	False	False	False	0.08529530485288987
rs12919536	114722	CDK10	chr16	89747145	89762762	False	False	False	0.08529530485288987
rs12919536	130342	SPATA2L	chr16	89762765	89768113	False	False	False	0.08529530485288987
rs12919536	141119	VPS9D1	chr16	89773542	89787306	False	False	False	0.08529530485288987
rs12919536	147723	ENSG00000288715	chr16	89383454	89484700	False	False	False	0.08529530485288987
rs12919536	154385	ZNF276	chr16	89786808	89807333	False	False	False	0.08529530485288987
rs12919536	171534	FANCA	chr16	89803957	89883065	False	False	False	0.08529530485288987
rs12919536	252164	SPIRE2	chr16	89884587	89937727	False	False	False	0.08529530485288987
rs12919536	307555	TCF25	chr16	89939978	89980035	False	False	False	0.08529530485288987
rs12919536	328874	ZNF778	chr16	89284111	89303549	False	False	False	0.08529530485288987
rs12919536	346104	MC1R	chr16	89978527	89987381	False	False	False	0.08529530485288987
rs12919536	355377	TUBB3	chr16	89987800	90005169	False	True	True	0.45927045405317773
rs12919536	364364	SLC22A31	chr16	89262169	89268059	False	True	False	0.1934924682880722
rs12919536	370523	CDH15	chr16	89238156	89261900	False	True	True	0.45927045405317773
rs12919536	382682	DEF8	chr16	90015105	90034468	False	False	False	0.08529530485288987
rs12919536	401894	ACSF3	chr16	89154783	89230529	False	False	False	0.08529530485288987
rs12919536	438856	DBNDD1	chr16	90071279	90086298	False	True	False	0.1934924682880722
rs12919536	453614	GAS8	chr16	90086037	90111383	False	False	False	0.08529530485288987
rs12919536	490551	PRDM7	chr16	90122974	90158480	False	False	False	0.08529530485288987
rs12932628	1775	RPL13	chr16	89627085	89630950	False	False	False	0.08529530485288987
rs12932628	8551	SPG7	chr16	89557127	89624174	False	False	True	0.24819034623809288
rs12932628	9441	CPNE7	chr16	89642166	89663654	False	False	False	0.08529530485288987
rs12932628	46991	DPEP1	chr16	89679716	89704864	False	False	False	0.08529530485288987
rs12932628	74499	CHMP1A	chr16	89707224	89724146	False	False	True	0.24819034623809288
rs12932628	75756	ANKRD11	chr16	89334038	89556969	True	False	True	0.4719274962331165
rs12932628	91423	SPATA33	chr16	89724148	89737680	False	False	False	0.08529530485288987
rs12932628	114420	CDK10	chr16	89747145	89762762	False	False	False	0.08529530485288987
rs12932628	130040	SPATA2L	chr16	89762765	89768113	False	False	False	0.08529530485288987
rs12932628	140817	VPS9D1	chr16	89773542	89787306	False	False	False	0.08529530485288987
rs12932628	148025	ENSG00000288715	chr16	89383454	89484700	False	False	False	0.08529530485288987
rs12932628	154083	ZNF276	chr16	89786808	89807333	False	False	False	0.08529530485288987
rs12932628	171232	FANCA	chr16	89803957	89883065	False	False	False	0.08529530485288987
rs12932628	251862	SPIRE2	chr16	89884587	89937727	False	False	False	0.08529530485288987
rs12932628	307253	TCF25	chr16	89939978	89980035	False	False	False	0.08529530485288987
rs12932628	329176	ZNF778	chr16	89284111	89303549	False	False	False	0.08529530485288987
rs12932628	345802	MC1R	chr16	89978527	89987381	False	False	False	0.08529530485288987
rs12932628	355075	TUBB3	chr16	89987800	90005169	False	True	True	0.45927045405317773
rs12932628	364666	SLC22A31	chr16	89262169	89268059	False	True	False	0.1934924682880722
rs12932628	370825	CDH15	chr16	89238156	89261900	False	True	True	0.45927045405317773
rs12932628	382380	DEF8	chr16	90015105	90034468	False	False	False	0.08529530485288987
rs12932628	402196	ACSF3	chr16	89154783	89230529	False	False	False	0.08529530485288987
rs12932628	438554	DBNDD1	chr16	90071279	90086298	False	True	False	0.1934924682880722
rs12932628	453312	GAS8	chr16	90086037	90111383	False	False	False	0.08529530485288987
rs12932628	490249	PRDM7	chr16	90122974	90158480	False	False	False	0.08529530485288987
rs6500439	0	FANCA	chr16	89803957	89883065	False	False	False	0.08529530485288987
rs6500439	942	ZNF276	chr16	89786808	89807333	False	False	False	0.08529530485288987
rs6500439	20969	VPS9D1	chr16	89773542	89787306	False	False	False	0.08529530485288987
rs6500439	40162	SPATA2L	chr16	89762765	89768113	False	False	False	0.08529530485288987
rs6500439	45513	CDK10	chr16	89747145	89762762	False	False	False	0.08529530485288987
rs6500439	70595	SPATA33	chr16	89724148	89737680	False	False	False	0.08529530485288987
rs6500439	76312	SPIRE2	chr16	89884587	89937727	False	False	False	0.08529530485288987
rs6500439	84129	CHMP1A	chr16	89707224	89724146	False	False	True	0.24819034623809288
rs6500439	103411	DPEP1	chr16	89679716	89704864	False	False	False	0.08529530485288987
rs6500439	131703	TCF25	chr16	89939978	89980035	False	False	False	0.08529530485288987
rs6500439	144621	CPNE7	chr16	89642166	89663654	False	False	False	0.08529530485288987
rs6500439	170252	MC1R	chr16	89978527	89987381	False	False	False	0.08529530485288987
rs6500439	177325	RPL13	chr16	89627085	89630950	False	False	False	0.08529530485288987
rs6500439	179525	TUBB3	chr16	89987800	90005169	False	True	True	0.45927045405317773
rs6500439	184101	SPG7	chr16	89557127	89624174	False	False	True	0.24819034623809288
rs6500439	206830	DEF8	chr16	90015105	90034468	False	False	False	0.08529530485288987
rs6500439	251306	ANKRD11	chr16	89334038	89556969	True	False	True	0.4719274962331165
rs6500439	263004	DBNDD1	chr16	90071279	90086298	False	True	False	0.1934924682880722
rs6500439	277762	GAS8	chr16	90086037	90111383	False	False	False	0.08529530485288987
rs6500439	314699	PRDM7	chr16	90122974	90158480	False	False	False	0.08529530485288987
rs6500439	323575	ENSG00000288715	chr16	89383454	89484700	False	False	False	0.08529530485288987
rs4785721	0	FANCA	chr16	89803957	89883065	False	False	False	0.08529530485288987
rs4785721	32664	ZNF276	chr16	89786808	89807333	False	False	False	0.08529530485288987
rs4785721	44590	SPIRE2	chr16	89884587	89937727	False	False	False	0.08529530485288987
rs4785721	52691	VPS9D1	chr16	89773542	89787306	False	False	False	0.08529530485288987
rs4785721	71884	SPATA2L	chr16	89762765	89768113	False	False	False	0.08529530485288987
rs4785721	77235	CDK10	chr16	89747145	89762762	False	False	False	0.08529530485288987
rs4785721	99981	TCF25	chr16	89939978	89980035	False	False	False	0.08529530485288987
rs4785721	102317	SPATA33	chr16	89724148	89737680	False	False	False	0.08529530485288987
rs4785721	115851	CHMP1A	chr16	89707224	89724146	False	False	True	0.24819034623809288
rs4785721	135133	DPEP1	chr16	89679716	89704864	False	False	False	0.08529530485288987
rs4785721	138530	MC1R	chr16	89978527	89987381	False	False	False	0.08529530485288987
rs4785721	147803	TUBB3	chr16	89987800	90005169	False	True	True	0.45927045405317773
rs4785721	175108	DEF8	chr16	90015105	90034468	False	False	False	0.08529530485288987
rs4785721	176343	CPNE7	chr16	89642166	89663654	False	False	False	0.08529530485288987
rs4785721	209047	RPL13	chr16	89627085	89630950	False	False	False	0.08529530485288987
rs4785721	215823	SPG7	chr16	89557127	89624174	False	False	True	0.24819034623809288
rs4785721	231282	DBNDD1	chr16	90071279	90086298	False	True	False	0.1934924682880722
rs4785721	246040	GAS8	chr16	90086037	90111383	False	False	False	0.08529530485288987
rs4785721	282977	PRDM7	chr16	90122974	90158480	False	False	False	0.08529530485288987
rs4785721	283028	ANKRD11	chr16	89334038	89556969	True	False	True	0.4719274962331165
rs4785721	355297	ENSG00000288715	chr16	89383454	89484700	False	False	False	0.08529530485288987
rs3785276	0	FANCA	chr16	89803957	89883065	False	False	False	0.08529530485288987
rs3785276	34460	ZNF276	chr16	89786808	89807333	False	False	False	0.08529530485288987
rs3785276	42794	SPIRE2	chr16	89884587	89937727	False	False	False	0.08529530485288987
rs3785276	54487	VPS9D1	chr16	89773542	89787306	False	False	False	0.08529530485288987
rs3785276	73680	SPATA2L	chr16	89762765	89768113	False	False	False	0.08529530485288987
rs3785276	79031	CDK10	chr16	89747145	89762762	False	False	False	0.08529530485288987
rs3785276	98185	TCF25	chr16	89939978	89980035	False	False	False	0.08529530485288987
rs3785276	104113	SPATA33	chr16	89724148	89737680	False	False	False	0.08529530485288987
